"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"6297",5.49,-9.32,1.7,-6.41,-1.8,2.38,-2.14,2.62,5.73,5.39,-1.94,2.77,2.23,-1.6,2.77,-2.14,-8.45,1.07,3.79,-4.03,0,-8.88,2.57,1.36,-1.75,-4.51,3.88,6.36,-9.17,1.5,4.08,3.74,0.24,-4.03,-8.98,5.39,1.84,5.1,1.65,4.13,0.68,-2.91,2.14,-0.49,5.44,-3.83,0.68,2.72,1.17,-1.55,-4.76,-4.66,3.69,1.5,-1.65,-2.77,4.08,-3.4,2.28,4.61,1.99,5.92,-3.06,3.93,6.12,2.86,-2.67,0.49,4.37,3.54,5.73,5.39,7.67,-0.29,3.54,5.78,1.8,3.11,1.17,3.69,6.36,5.49,5.87,5.68,-1.46,7.09,3.4,7.04,5.78,4.47,2.28,5.78,1.46,6.46,-0.83,7.86,4.81,1.5,1.17,-3.79
"6298",3.98,0.44,4.85,-1.6,1.94,-2.62,4.66,4.85,-3.59,-3.79,-1.89,-2.14,-6.26,-3.59,-4.61,-0.05,0.49,4.17,4.9,2.77,1.12,-3.45,0.53,1.55,0.97,0.19,4.81,1.41,3.5,-0.63,1.8,3.79,2.33,-2.38,2.67,4.71,-0.19,0.34,-2.48,-3.35,1.99,-1.41,-1.46,6.5,-1.84,-2.96,-0.53,1.12,3.01,2.28,1.12,-1.6,1.94,0.68,2.38,1.7,-1.55,-4.56,1.94,6.5,-1.21,0.68,3.2,5.34,1.07,-0.24,4.42,0.49,3.88,1.75,0.24,2.14,-4.42,-5.1,-3.64,0.63,1.99,0.78,-3.35,2.23,2.57,5.05,-1.65,1.5,3.4,3.25,4.61,1.94,3.35,-0.68,5.87,3.16,1.84,1.5,5.49,-0.15,1.89,-6.7,-2.09,6.12
"6299",7.48,7.72,7.48,7.52,-9.76,7.62,-8.45,-2.28,7.72,8.5,8.59,8.74,5.73,6.89,-9.47,-4.47,-6.17,8.4,8.11,-7.28,-6.84,8.25,8.5,8.11,8.01,7.67,5.78,7.48,-5.83,7.43,6.89,7.96,7.72,8.25,7.57,7.38,7.38,7.23,6.84,5.78,7.57,7.62,8.83,7.52,7.33,6.89,7.82,-6.02,7.91,-7.28,7.86,6.84,8.3,-8.25,8.59,7.48,7.96,7.52,8.45,6.41,6.84,7.62,8.25,7.52,7.18,7.18,7.52,8.3,8.11,8.06,-7.52,7.96,8.16,-4.9,-9.13,7.62,8.4,5.73,-1.31,-1.41,-6.89,8.25,-6.41,-5.68,6.7,-5.97,8.11,8.11,7.48,8.4,7.43,7.67,-6.31,8.83,-5.15,5.39,6.36,-6.84,-5.92,7.33
"6300",8.88,8.83,8.88,8.88,-7.91,8.93,1.02,-3.06,8.88,8.93,8.88,8.93,6.26,8.98,4.95,7.72,5.15,7.96,8.06,7.96,8.93,8.64,8.93,8.83,8.88,8.74,8.98,9.03,8.93,8.3,8.74,2.82,8.88,8.64,9.37,8.83,8.88,8.64,8.35,8.64,8.93,5.24,8.83,8.93,8.35,8.35,8.74,8.93,8.93,8.64,8.93,8.35,9.03,8.59,8.88,8.35,8.64,8.83,8.88,8.88,8.3,8.64,8.93,8.88,8.88,9.03,8.88,8.59,8.64,8.88,8.93,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,8.88,8.88,8.88,8.88,8.25,8.88,8.16,8.11,8.88,8.88,8.69,8.88,8.88,8.88,9.03
"6301",4.71,5.53,9.32,5.68,5.73,7.96,8.88,3.3,5.49,7.82,8.88,7.62,3.69,9.08,-4.37,-8.79,-2.91,-0.44,5.15,4.22,7.96,8.11,4.71,5.92,6.99,7.96,8.98,8.01,9.27,7.09,8.45,4.03,-4.22,9.08,7.43,8.64,2.38,8.45,6.89,8.16,6.99,7.77,6.31,7.23,7.52,6.36,7.86,7.52,8.06,9.22,6.12,7.77,9.08,9.22,8.5,-2.48,-8.06,-7.62,5.29,3.83,8.35,8.64,7.96,8.64,9.13,9.27,5.97,6.46,8.64,4.85,6.8,4.32,6.6,5.68,4.17,7.96,7.91,9.27,6.89,7.57,9.37,7.09,6.36,6.31,6.26,4.81,8.3,7.67,8.45,-8.11,-9.32,8.54,6.89,5.49,8.69,6.84,8.11,9.22,6.26,5.39
"6302",5.58,7.43,2.67,5.58,7.28,5.05,-8.69,-6.55,4.76,7.82,7.57,5.29,-6.21,1.75,-6.21,-6.21,6.26,7.28,-8.2,-8.69,1.36,0.49,2.96,5.53,6.07,-3.74,5.97,5.78,6.84,7.43,4.42,7.14,-4.56,5.05,6.84,-7.43,-2.77,3.88,6.31,8.4,6.99,4.42,2.43,7.72,-1.17,7.72,1.99,3.35,6.8,-7.28,-4.71,5.05,5.92,-6.02,7.86,4.08,5.83,6.26,5.73,1.94,5.49,-8.06,5.44,-0.05,3.4,0,0.29,7.77,1.94,5.29,-1.26,8.01,7.23,7.62,7.62,7.62,7.23,7.72,7.23,7.23,8.54,7.86,7.77,8.79,8.83,8.83,7.86,7.67,6.12,6.7,6.7,7.86,7.38,7.72,7.38,7.38,6.94,6.07,5.83,5
"6303",-7.96,-9.71,2.09,-2.38,9.22,1.94,6.31,3.3,-9.51,0.29,-0.39,0.05,4.32,2.91,3.59,-0.15,2.82,-6.46,1.99,-3.54,7.91,-5.29,-4.85,-6.8,1.7,2.62,6.31,9.03,9.13,6.31,1.17,-9.81,0.15,-9.37,7.43,9.13,-9.76,0.68,-2.09,3.59,3.88,-5.73,1.46,-9.61,2.14,-9.81,0.97,8.64,1.6,8.25,3.5,2.48,-3.93,-9.81,-9.85,1.21,1.7,4.42,6.65,-9.61,-0.58,2.67,9.27,4.37,-5.53,5.49,-3.93,6.26,6.26,0.73,9.13,2.38,4.66,1.5,8.98,3.16,2.57,6.21,5.68,8.88,1.26,2.91,-5.97,6.36,3.25,-0.05,4.76,9.13,8.69,5.87,4.61,6.21,4.51,2.09,8.5,6.02,7.62,6.17,9.27,3.69
"6304",1.21,8.59,7.48,1.12,-6.46,8.4,2.57,-3.74,8.83,7.14,7.14,7.09,-5.34,7.48,-5.34,-5.34,1.46,1.17,4.85,2.57,8.11,7.14,-0.19,7.33,7.14,-3.16,8.79,-4.51,8.93,7.96,8.88,9.13,1.02,8.01,5.87,3.16,2.28,8.2,7.52,6.99,7.82,8.98,7.72,0.53,7.14,7.77,4.51,2.62,8.64,8.54,7.77,8.01,8.11,-6.7,8.11,-2.72,7.33,-3.25,2.18,7.77,8.16,8.74,7.62,8.3,8.74,8.69,7.52,4.61,8.74,8.5,2.96,3.11,-0.58,7.82,7.82,8.01,7.96,8.06,7.77,7.43,5.29,-0.58,9.27,-0.58,-0.53,-1.31,7.48,7.48,7.33,7.28,7.28,6.12,6.84,7.28,7.33,7.43,7.48,6.7,6.99,7.09
"6305",-1.21,-7.52,-9.76,7.09,-5.58,-0.1,4.37,-7.77,0.05,-6.17,-3.79,3.01,-7.82,-0.34,-9.61,-3.64,6.84,-9.13,3.64,-0.68,2.77,4.27,-8.11,-3.11,4.37,9.13,4.13,2.48,-5.58,-1.36,-0.39,-3.88,-8.01,3.45,-1.89,2.23,-0.05,-5.97,6.7,-6.07,-0.68,9.17,2.62,-9.17,-2.77,1.21,0.44,-2.33,-6.5,1.94,-6.12,-0.24,7.77,-5.83,-3.59,-2.33,-9.13,-6.41,-7.62,-5.24,-2.57,1.41,-8.3,-9.03,5.63,0.34,-6.36,-6.89,3.4,3.5,-6.94,6.26,6.5,-3.3,5.83,4.32,7.72,0.92,9.22,8.79,5.29,6.31,8.79,-1.17,-2.33,-2.43,5.83,3.54,2.14,1.5,0.83,0.78,1.94,3.64,1.75,-0.87,2.77,6.55,4.61,6.5
"6306",-9.71,-9.76,6.31,-9.76,-9.81,-9.85,-9.85,-9.95,-9.56,3.11,2.82,6.89,-9.81,-9.56,-9.81,-9.81,-9.85,-9.81,3.88,3.88,-9.76,-9.85,-0.44,-9.61,-8.74,-9.76,4.61,7.43,-9.71,-9.76,-9.85,-9.76,8.06,4.66,-9.71,4.71,-9.71,6.17,-9.71,-9.85,-9.61,-0.87,-9.61,-9.61,3.35,-9.81,5.83,9.32,-4.03,-9.95,-9.71,-9.71,-9.71,-9.85,-4.76,-9.76,-9.76,-9.76,4.51,-9.61,-9.56,9.17,-9.71,-9.76,-9.66,7.72,-9.85,4.81,-9.71,-4.81,4.95,8.35,-4.42,-5.05,-2.57,7.18,5.39,5.73,2.96,-9.56,8.79,-9.42,-9.66,9.17,-9.27,7.43,-9.27,9.32,9.32,8.59,-9.32,-8.45,7.48,7.28,-9.76,6.89,8.74,-9.17,-0.63,-9.61
"6307",8.98,-1.02,-1.5,-7.67,-3.54,1.21,-8.25,2.09,-0.83,6.31,0.83,3.98,1.7,0.73,-1.07,-3.64,-5.83,5.92,-6.65,-7.33,1.89,6.75,-7.23,-8.54,2.43,-0.44,7.57,-0.87,8.83,-8.06,3.16,9.03,-8.93,1.75,3.54,-5.1,-2.09,6.94,-0.53,3.5,-9.51,0.15,-3.01,-4.61,4.03,8.88,1.6,0.34,2.62,-0.92,-6.46,-3.69,1.26,1.12,1.6,2.38,-3.3,-8.79,-3.79,-2.86,-1.12,-1.46,-2.09,-9.66,-0.05,1.31,1.99,4.08,0.92,5.58,-8.25,-0.29,-7.86,-8.79,-4.95,1.6,-2.04,-3.93,-7.33,-2.04,-5.34,-8.01,0.53,-8.88,-9.03,1.02,6.7,-2.77,5.24,-3.01,0.05,-2.96,-2.91,-0.29,4.22,-2.38,-4.03,-3.2,-1.94,-9.17
"6308",8.54,-3.64,-1.07,-8.79,-6.31,-4.95,-7.67,-0.24,-8.54,4.51,-9.03,0.87,2.14,2.72,-5.87,-6.02,-9.56,2.86,-5.87,-6.5,0.78,4.85,-7.33,-7.67,2.48,-8.74,2.48,-9.61,8.54,-7.23,5.15,9.08,-5.78,-5.68,1.89,-6.55,-9.03,1.5,-8.83,-0.34,-8.83,-6.6,-7.91,-5,-3.11,9.08,-2.28,-2.38,0.92,2.09,-9.22,-8.88,7.04,-0.05,-6.17,-7.09,-3.64,-9.66,-7.67,3.06,-8.35,-1.31,-5.44,-9.32,-0.39,-5.78,-3.64,-1.02,-2.43,2.48,-6.02,6.07,-8.93,-9.13,-8.69,1.89,-6.8,-4.66,-9.27,-4.22,-0.19,-3.01,-9.17,-9.13,-7.96,-2.48,3.4,5.78,4.56,-8.3,4.17,-1.7,-8.11,-5.1,6.02,-5.78,-8.83,-8.54,-0.24,-9.56
"6309",-0.49,2.09,-2.77,-0.73,-6.75,0.97,-9.17,4.66,0.39,1.21,2.14,1.84,-9.85,3.16,-8.45,-5.24,-5.1,2.14,-7.09,-4.17,2.09,0.44,-2.62,-0.34,5.1,1.75,5.68,2.86,6.31,0.29,1.7,2.14,-0.58,3.3,4.81,0.05,-0.49,1.89,3.69,3.64,-0.83,1.89,1.6,-0.97,-0.73,3.45,2.77,2.77,4.76,3.45,3.4,1.7,2.96,1.99,-9.51,2.72,0.78,1.26,0.53,0.49,4.66,0.92,-0.58,-0.53,1.5,5.34,-0.39,4.32,2.86,2.86,1.75,5.34,3.64,-1.89,-0.58,1.6,2.33,1.55,4.13,1.84,2.38,2.14,2.04,1.55,1.65,1.84,2.96,3.16,3.5,2.04,2.14,2.67,2.33,2.09,0.39,1.99,2.77,4.17,2.57,1.65
"6310",-1.07,6.17,2.62,3.06,-2.28,-3.83,8.16,4.22,-9.76,9.37,3.25,6.21,5,-0.34,-4.81,-5.78,0.68,0.1,1.02,2.91,-0.44,4.81,2.18,0.92,-4.51,2.43,5.19,3.93,9.03,-1.07,1.8,5.49,-8.79,9.27,3.35,7.33,-1.07,-5.39,0.1,3.2,-9.95,-5.58,-9.13,2.91,1.75,2.82,5.05,2.52,4.03,1.99,5.44,1.17,1.07,4.03,3.5,-4.13,3.06,-2.86,0.97,2.77,2.86,-4.32,3.88,-1.12,1.89,-3.11,0.49,1.84,3.3,2.86,-2.72,8.59,-5.05,-5.05,-6.55,7.82,-9.56,-3.06,-3.93,1.65,1.7,-2.33,1.99,-2.33,-1.5,2.57,1.21,4.71,8.3,-1.55,3.93,-1.07,-1.02,1.55,-3.83,1.21,1.41,2.48,-6.55,-3.01
"6311",-7.57,6.7,6.65,-8.16,-0.39,5.87,-3.74,-6.5,2.52,-8.01,0.15,3.93,-3.3,8.74,-6.26,2.77,1.6,4.71,6.75,6.75,7.91,6.94,7.96,0.63,1.36,7.67,1.07,3.79,8.11,-3.11,8.5,7.82,-4.9,6.12,6.55,7.04,6.5,4.51,-0.24,-1.75,5.44,7.09,4.56,3.45,-7.33,6.55,9.13,6.65,7.62,7.82,0.15,-2.57,7.28,7.82,-8.4,7.82,6.6,6.65,8.79,4.66,5.68,7.91,7.96,-7.82,5.05,7.62,6.5,6.41,7.18,5.78,7.82,6.8,5.58,6.55,-2.04,6.5,7.72,7.04,7.72,7.18,7.57,6.8,6.84,5.53,2.91,-1.99,4.22,6.99,5.05,3.01,6.07,5.97,5.49,7.67,7.67,7.77,5.92,-3.3,4.9,6.17
"6312",-0.44,6.55,5.92,4.47,-0.39,5.53,-6.55,-8.11,4.9,-3.83,3.98,-0.1,-7.48,-5.39,-7.67,-7.67,-0.19,-0.63,-0.53,-0.19,3.3,1.36,3.01,-6.75,-3.83,-6.7,8.06,-4.27,3.3,-0.44,2.33,3.06,5.53,3.01,6.5,1.21,-7.72,3.01,2.18,-3.83,-0.44,5.92,2.62,-6.5,-6.84,6.21,2.33,-4.61,3.79,6.65,-0.19,1.6,5.53,5.97,5.24,5.87,3.69,-6.99,-3.45,-6.7,2.52,-1.07,-6.99,-7.09,6.46,3.64,2.18,6.07,7.57,-6.31,-7.77,5.24,-4.42,-5.24,6.02,5.24,-5.87,3.16,-6.36,6.8,-6.17,-7.38,-7.38,-0.34,6.36,-6.26,-4.9,-0.58,7.23,-7.28,8.25,6.75,6.55,-0.19,7.38,5.19,5.68,-6.26,4.61,7.67
"6313",3.25,-0.83,-2.62,-3.4,5.34,-0.73,-9.08,-5.68,-2.18,-0.73,-1.6,0.73,-5.68,2.09,0.87,-9.37,-2.96,-3.54,-0.58,-3.88,5.24,-1.02,-0.53,-1.12,3.83,6.26,4.27,-0.49,-6.36,-2.62,5.29,-1.8,-3.16,-2.18,5.1,5.39,-3.4,-0.73,-0.87,-0.19,-2.72,4.85,-1.8,-2.18,-2.23,0.15,2.04,-0.34,4.17,2.62,-0.63,-0.44,3.74,-1.31,-1.99,4.85,-2.82,-3.69,-3.69,-3.69,-0.53,4.61,0.24,-2.48,4.95,-0.34,-3.35,-0.15,4.13,-1.02,-3.16,6.89,4.95,-3.01,-0.92,9.32,3.3,-0.15,-7.43,8.11,2.62,-2.67,4.37,-3.88,4.71,-9.95,7.38,3.45,3.45,-5,3.5,6.07,-4.08,-9.76,7.28,3.79,-1.21,4.32,2.43,-7.67
"6314",7.62,7.67,1.99,6.55,0.24,6.31,0.73,-1.07,8.4,8.88,3.3,5.92,-0.78,5.24,-1.99,-0.58,0.39,0.24,2.14,0.44,6.02,0.39,6.41,2.67,6.55,5.39,6.26,5.87,1.36,8.5,6.26,6.12,7.86,2.14,2.62,5.87,2.23,3.74,2.91,6.02,5,2.72,6.89,7.82,6.55,5.39,6.07,5.05,6.55,0.53,3.59,4.32,6.46,1.02,-0.63,1.36,0.29,3.5,3.69,4.76,3.93,7.57,4.95,0.39,4.37,5.78,6.7,0.53,3.06,6.21,7.82,4.51,2.23,1.12,2.91,3.01,7.67,8.01,6.5,7.28,8.16,6.65,8.45,5.83,1.07,8.01,8.5,6.6,5.39,5.19,8.54,5.29,6.31,8.93,0.83,5.63,6.36,6.65,6.36,3.74
"6315",-6.31,-6.31,-6.31,-4.22,-6.31,7.48,-6.17,-4.61,-5.34,6.7,-2.48,-5.24,8.88,-0.78,4.81,-2.04,5.44,6.36,9.08,0.68,6.12,-9.17,-4.95,-6.5,-2.23,8.4,-8.74,-1.8,-5,-0.29,7.77,8.83,-6.8,-5.24,-1.7,9.08,-7.23,-5.53,8.83,6.6,-6.31,-3.25,-7.57,7.48,-0.29,-6.89,6.8,0.97,7.43,8.88,-7.43,-6.12,8.69,-1.12,-6.17,8.98,8.88,-6.31,-8.06,-6.8,-5.49,-5.44,-6.41,-6.02,-2.23,-5,-5.97,8.74,-9.17,8.45,7.43,5.92,-5.68,-5.63,-4.27,-6.75,8.83,8.45,-5,-3.74,-3.93,6.6,-4.13,-4.9,-4.95,0.39,8.88,8.88,7.04,7.77,8.35,3.88,9.13,9.03,9.03,8.35,7.52,-6.02,-6.31,-6.07
"6316",-2.28,-2.09,-2.96,-1.55,-2.18,0.39,-2.91,-1.5,-0.44,-0.1,-0.68,1.65,4.03,-1.07,-0.63,-3.64,-6.07,3.25,3.3,-2.48,2.48,-1.07,-1.31,-2.14,-0.53,0.29,4.03,0.83,2.23,-0.63,3.83,6.89,-2.57,-0.97,6.26,1.7,1.8,-0.39,-0.44,-0.73,1.21,-0.05,-0.97,-1.02,0.39,-1.12,-3.16,1.26,0.87,2.48,-0.92,-1.31,0.63,1.99,-2.67,-0.58,-0.34,-1.8,-0.15,-0.92,-5.05,0.29,-0.92,-1.89,-2.96,1.99,-1.36,-1.12,4.76,2.96,-4.42,1.46,1.07,-2.38,-1.46,4.56,-2.04,-1.17,-0.68,-1.6,0.73,1.12,-0.49,-0.44,-0.1,-0.29,-0.73,-0.58,5.15,-2.82,2.52,3.74,0.53,2.43,-1.07,0.78,-1.41,-0.78,-1.07,-1.8
"6317",4.17,6.75,3.25,0.39,-1.17,0.63,-5.53,-8.98,0.63,-2.96,6.41,4.61,-8.11,4.81,-3.35,-8.06,-9.9,4.56,0.1,-9.71,8.59,2.33,5.24,-8.93,5.19,5.1,6.17,1.41,6.75,-0.19,6.31,5,-3.06,6.75,6.55,8.11,-0.05,4.22,3.4,5.58,-6.6,7.18,-8.64,-4.17,0.63,6.46,6.89,3.59,7.72,6.8,-4.08,3.35,6.36,8.88,-2.09,5.58,-1.7,-7.82,0.39,-0.68,6.89,7.91,0.97,-7.28,3.06,5.92,-7.77,6.94,7.28,4.61,-9.08,-0.19,0.78,-4.17,3.74,3.59,-3.5,3.54,-3.98,7.67,7.33,-3.11,-0.49,3.74,0.15,-5.05,7.96,5.97,3.54,0.34,8.01,5.73,1.55,-2.43,-0.05,0,2.04,4.08,3.88,-0.44
"6318",-5.92,-0.49,-8.25,-9.66,-6.12,-0.73,-8.2,-9.22,-8.16,-1.21,1.02,-6.89,-9.17,-8.16,5.78,-9.47,-2.96,-5.83,-7.77,-8.98,-8.2,-6.17,-6.94,-6.94,-1.07,-8.01,-1.12,-6.7,-7.62,-0.63,-6.65,-8.5,-7.72,-9.47,0.83,2.67,-9.85,-6.99,-9.56,-8.11,1.21,-6.46,2.38,-8.83,-1.55,-7.52,-7.57,-5.63,-5.15,-4.37,-9.76,-1.21,-5.39,-5.53,4.08,-7.04,-8.01,-8.5,-7.18,-8.64,-7.14,-5.92,-0.44,-6.17,-8.11,-5.44,-5.1,-7.67,-4.37,-0.19,-1.07,-6.6,-4.81,-6.8,-2.23,-6.26,-7.33,-7.82,-6.21,-5,-0.83,-7.57,-6.41,-6.46,-6.46,-6.46,-6.41,-2.18,-7.77,-5.92,2.62,-6.89,-0.19,-1.5,-5.83,-6.36,-6.7,-9.13,-7.04,-8.35
"6319",3.5,3.64,3.16,-6.5,1.94,1.31,4.13,1.75,-3.79,-2.77,3.25,2.33,1.75,2.72,3.06,-3.3,0.78,4.85,2.14,2.86,2.23,-4.42,-4.03,-4.76,2.62,-5.44,8.64,5.78,6.07,0.39,2.62,7.09,2.72,2.18,5.29,7.14,3.06,6.89,0.44,-3.35,6.07,-7.48,-4.47,-6.46,3.2,-1.02,-9.9,6.94,6.84,4.61,-5.97,3.54,-7.28,-9.61,0.19,5.15,3.11,-2.04,2.18,3.59,3.83,8.93,5.73,-4.22,7.91,5.44,0.83,-7.43,4.76,-2.33,-3.74,1.12,-4.85,-4.9,-3.54,5.68,1.55,3.59,-2.23,-2.18,3.74,-0.44,2.57,4.22,0.29,5.05,1.84,2.33,7.48,7.04,1.99,4.71,3.3,6.5,7.91,4.08,4.56,-5.78,1.46,-2.33
"6320",-4.03,-0.53,-1.6,-2.23,-2.33,-2.23,0.92,-3.5,-2.04,-2.43,-4.27,-1.12,-1.07,-0.44,-3.2,-9.61,-5.92,-1.17,-6.46,-6.5,-1.65,-1.89,0.58,-1.07,0.58,-1.07,1.31,-4.61,0.05,-6.31,0.39,-2.43,-3.45,1.75,-1.5,-0.53,-0.29,-3.35,-1.75,-3.2,7.18,0.19,-3.45,-2.82,-1.55,-3.25,-2.33,-1.65,-0.73,-3.45,0.1,-3.74,-0.83,-0.34,-5.39,0.87,-7.82,-3.45,-3.64,-0.24,-1.46,-0.78,-0.78,-0.29,-1.21,2.14,-3.54,-1.65,0.58,-0.15,-7.67,-2.14,-4.51,-9.71,-6.89,0.58,-7.18,-2.23,-4.17,-4.13,0.87,-7.91,-2.67,-1.6,-0.83,0.29,0.1,0.05,-2.04,-6.55,-1.17,-4.17,-5.92,1.75,-3.5,-2.82,-2.04,-1.21,0.78,-0.78
"6321",-0.73,2.09,-3.83,-9.9,-0.53,1.21,6.99,0.63,-6.36,-2.82,0.53,-0.92,3.45,3.01,-9.13,7.67,-6.07,1.55,9.22,7.33,-0.68,8.16,-3.06,-8.2,-3.45,-7.72,6.31,2.33,7.91,0.53,-5.49,1.6,1.84,3.01,-0.83,4.95,-1.12,-5.58,-3.35,3.45,4.61,-2.04,1.12,2.52,2.18,4.22,0.97,4.81,5.53,9.13,-5.34,-7.86,2.91,9.17,-2.86,0.49,-4.85,1.84,1.99,-4.51,-1.75,5.68,0.87,-0.24,-5.53,1.75,1.31,9.13,3.74,-0.49,-6.84,0.97,2.18,-4.03,-9.08,5.87,6.6,1.21,-2.91,3.25,5.78,-8.5,1.6,0.44,1.84,-4.56,-0.87,-0.24,9.37,9.03,8.25,-0.44,4.56,3.4,6.17,-0.15,1.36,7.28,1.6,2.57
"6322",5.34,5.15,2.52,3.2,3.93,5.63,4.08,1.84,3.06,5.83,5.63,5.92,-2.77,4.95,3.69,3.16,-0.49,2.09,3.64,4.95,6.5,4.85,5.44,3.98,5.63,5.63,5.78,6.6,6.7,5.29,5.19,4.56,5.15,5.73,6.65,2.18,3.2,1.94,4.66,5.58,8.06,5.39,2.14,3.2,5.44,5.39,5.58,6.07,2.62,3.64,5.24,5.39,3.93,5.53,5.05,6.07,2.62,3.64,5.44,0.05,6.5,4.32,5.53,3.88,5.29,6.31,3.01,4.66,6.36,5.49,5.49,5.15,4.27,6.17,4.95,5.24,6.07,4.9,4.08,-3.4,2.72,4.95,5.83,5.63,8.16,5.97,5.34,5.44,7.38,5.49,6.99,6.36,4.37,6.21,6.75,3.83,6.55,3.3,5.73,-1.5
"6323",-1.89,-2.09,6.55,-8.93,1.07,-0.39,1.46,-2.86,8.4,1.5,3.45,-2.72,-3.45,4.03,-0.29,-1.26,-2.77,0.39,-1.41,-1.6,3.25,1.17,1.46,1.41,0.97,-0.05,5.58,1.65,-0.58,1.5,5.49,5.34,-0.24,2.77,4.71,1.75,5.29,-0.34,-3.79,2.86,-1.07,0.53,0.53,-2.96,-1.5,1.8,-0.05,3.5,4.51,-0.34,3.5,-4.37,0.1,6.41,1.26,4.71,7.86,-2.28,2.18,-4.08,-1.55,1.89,-3.83,-2.67,3.01,3.79,-2.33,4.17,3.45,-0.73,-1.55,3.16,3.45,-0.53,-2.33,3.83,3.4,3.35,0.58,2.52,0.44,4.42,6.6,2.14,1.07,1.12,1.17,-2.23,-3.64,-3.16,-1.36,0.92,2.38,1.6,-3.3,2.18,1.26,-3.25,1.89,2.18
"6324",6.41,4.22,2.52,-0.1,7.48,-0.39,7.18,2.57,0.19,-1.99,2.57,-0.1,3.01,-0.05,1.75,-6.94,-0.29,5.29,6.26,-1.84,5.63,0.92,-2.43,-0.1,1.94,2.96,0,-7.04,7.33,0.39,4.08,3.79,0.73,-2.72,1.07,6.89,0.49,-0.05,-7.96,4.51,4.27,5.49,-1.02,3.4,-0.53,4.08,-2.33,-0.49,4.56,7.38,2.28,0.34,4.17,0.63,1.75,-0.05,7.77,-0.34,1.94,1.99,-0.24,0.78,1.21,-1.41,-1.75,1.26,-0.1,-0.49,-0.1,0.19,-1.94,-2.38,-1.07,-1.17,-1.5,-1.46,-1.02,-1.02,-4.03,-4.47,-0.63,-3.88,-1.65,-6.84,-0.83,0.58,-0.19,2.33,-3.11,-3.35,-3.54,-2.04,-1.89,1.21,-2.43,-2.43,-2.52,-2.33,0.15,0.19
"6325",7.38,3.83,1.94,-4.32,2.52,0.19,5.24,-3.2,-2.82,3.45,-4.66,3.35,-9.56,1.55,-9.71,-9.51,-3.25,3.54,3.88,4.51,2.52,-6.46,-2.91,7.04,-5.39,1.36,8.45,-8.16,8.16,1.41,3.35,0,6.26,2.57,1.99,8.83,-7.96,1.36,-1.8,-0.05,-1.07,2.82,-8.45,-9.08,4.32,6.5,3.4,-3.11,0.19,7.33,-1.12,-4.37,1.36,8.64,0.34,1.75,-7.62,-8.54,1.99,-2.38,-0.1,-4.27,-3.2,-6.7,-4.71,-4.81,-9.66,4.66,-6.46,4.17,-9.56,8.83,6.94,0.92,4.42,7.91,7.62,1.89,5.29,5.78,5.29,-0.83,7.18,-2.91,5.87,-2.67,5.05,5.1,5.24,0.19,1.26,9.22,2.77,-2.91,2.33,5.1,-0.78,4.81,0.34,5.29
"6326",8.06,-2.72,-9.66,-9.56,3.88,-5.58,-9.71,-3.3,-9.66,-0.68,2.91,1.17,3.98,0.05,-7.38,-8.64,-6.41,-4.42,-7.96,7.23,0.87,1.36,-2.91,-9.56,2.77,-1.84,-6.75,0.44,8.01,-9.66,-3.69,8.93,-9.61,-8.64,0.39,1.8,-9.76,-2.57,-0.44,3.01,-4.61,1.36,-9.61,-9.56,-1.65,8.54,0.97,1.17,1.31,4.32,4.51,-3.01,6.5,8.25,-1.6,6.12,-9.56,-9.56,-9.47,-9.61,-2.33,5.58,6.12,-9.61,-2.43,-1.89,-9.85,8.11,1.36,-2.67,-9.08,0.49,-6.31,-9.61,-9.81,-9.61,-1.12,-9.56,-9.56,-9.56,-9.37,0.1,3.25,-9.37,-9.37,-9.37,-9.66,-9.47,-9.37,-9.22,-9.66,-9.66,-9.47,-9.08,-9.08,-9.27,-9.37,-9.03,-9.03,-9.03
